Source,Target,Author
3312,5401,J. Widom
3315,3334,L. V. S. Lakshmanan
3315,3334,D. Srivastava
4288,3326,G. Moerkotte
3341,3742,Domenico Beneventano
3341,3742,Sonia Bergamaschi
3349,5342,Sergey Melnik
3352,3355,Christophe Bobineau
5643,4205,Philippe Pucheral
3371,3759,Val&#233;rie Issarny
4555,3373,Nelson Mattos
3401,3373,Joachim Thomas
3395,4756,Navin Kabra
3979,3404,Leana Golubchik
3416,4111,Chiang Lee
3752,3426,Anne H. H. Ngu
3426,5123,Quan Z. Sheng
3426,5123,Du Q. Huynh
3464,4999,Willem Jonker
5107,3475,Latha S. Colby
4145,3475,Richard L. Cole
5656,3475,David Wilhite
3481,5228,D. Sivakumar
3520,3485,Robert Baumgartner
3520,3485,Sergio Flesca
5634,3502,Beverly Yang
4973,4434,James Clifford
5537,3525,Brahim Medjahed
3525,5710,M. Ouzzani
3552,5203,Aoying Zhou
3552,5203,Shihui Zheng
3570,3918,John Catozzi
3570,3918,Sorana Rabinovici
3722,3630,Jagannathan Srinivasan
4433,3638,Dan Fishman
3674,5222,Maryann E. Martone
3865,3692,Rudolf Bayer
5064,3705,Jignesh M. Patel
4681,3715,St&#233;phane Grumbach
4681,3715,Philippe Rigaux
4681,3715,Luc Segoufin
3722,5287,Souripriya Das
3722,5287,Chuck Freiwald
3722,5287,Eugene Inseok Chong
3722,5287,Mahesh Jagannath
3722,5287,Aravind Yalamanchi
3722,5287,Ramkumar Krishnan
3722,5287,Anh-Tuan Tran
3760,5741,Dieter Pfoser
3808,4251,Bruce E. Martin
3808,4287,R. G. G. Cattell
5083,3820,Kurt P. Brown
3832,4735,Daniel F. Lieuwen
5669,3839,Maria Zemankova
3850,4066,Gilles Fecteau
3852,4246,Son Dao
5576,3861,Waqar Hasan
4422,3863,Yongjian Fu
5129,3869,Yahiko Kambayashi
3940,3878,Erik G. Hoel
3880,4190,King-Ip Lin
4264,3883,Gary Hallmark
5112,3898,V. Srinivasan
3904,4574,Venky Harinarayan
3922,4650,Laurent Amsaleg
3929,4972,Paul Ammann
3929,4972,Indrakshi Ray
3994,3943,Diane L. Davison
3952,4720,D. Woelk
3952,4720,C. Unnikrishnan
3979,4502,Steven Berson
4843,3988,Yue Zhuge
5029,3990,Piyush Goel
4473,4005,Inderpal S. Mumick
4242,4007,Rafael Alonso
4716,4007,Stanley Zdonik
4464,4021,Andreas Geppert
4093,5015,Wei Sun
4101,5068,Richard Hull
4104,4497,Letizia Tanca
4114,4959,Joseph Fong
4250,4139,Bharat Bhargava
4160,4638,Akmal B. Chaudhri
4169,5364,Gunter Schlageter
4181,4383,Jan Flokstra
4754,4197,Barbara Liskov
4754,4197,Umesh Maheshwari
4526,4278,Susanne Englert
4281,5473,David Vaskevitch
4300,5127,Mariano P. Consens
4409,4309,Konstantinos Sagonas
4409,4309,Terrance Swift
4409,4309,David S. Warren
5090,4318,Mark L. McAuliffe
5091,4326,Jonathan E. Cook
4906,5091,Alexander L. Wolf
5091,4326,Benjamin G. Zorn
4330,4362,Cetin Ozkan
4443,4347,Sheung-lun Hung
4352,4905,Hugh Darwen
4352,4898,C. J. Date
4369,4996,R. L. Grossman
4369,4996,X. Qin
4392,4864,Alexandros Biliris
4392,4864,Euthimios Panagos
4521,4405,Thomas Brinkhoff
4521,4405,Ralf Schneider
4434,4442,Ilsoo Ahn
4434,4442,Gad Ariav
4434,4442,Don Batory
4434,4475,Fabio Grandi
4434,4475,Wolfgang K&#228;fer
4434,4475,Nick Kline
5752,4434,Suryanarayana M. Sripada
4465,4998,Werner Dreyer
4465,4998,Duri Schmidt
5737,4475,Nandlal L. Sarda
5018,4475,Paolo Tiberio
4505,4846,Jason Tsong-Li Wang
5067,4519,Chinya V. Ravishankar
4553,4526,Prakash Sundaresan
4560,4971,Yixiu Huang
5373,4590,G. Vossen
4714,4675,Prasad M. Deshpande
4714,4677,Yihong Zhao
4810,4698,M. Livny
4810,4698,K. Beyer
4810,4698,G. Chen
4810,4698,D. Donjerkovic
4810,4698,S. Lawande
4810,4698,J. Myllymaki
4810,4698,K. Wenger
4720,4797,R. J. Bayardo
4720,4797,W. Bohrer
4720,4797,R. Brice
4720,4797,A. Cichocki
4720,4797,J. Fowler
4720,4797,V. Kashyap
4720,4797,T. Ksiezyk
4720,4797,G. Martin
4720,4797,M. Nodine
4720,4797,M. Rashid
4720,4797,M. Rusinkiewicz
4720,4797,R. Shea
4720,4797,A. Unruh
4752,4748,Jayant Haritsa
4756,5630,JieBing Yu
5114,4811,Nita Goyal
5114,4811,Charles Hoch
5114,4811,Ravi Krishnamurthy
5114,4811,Brian Meckler
4824,5296,Heikki Mannila
5696,4873,Donovan A. Schneider
5568,4876,Jorge Lobo
4977,4894,Ben Shneiderman
5121,5319,Yan Zhao
5156,5253,Arvind Arasu
5284,5235,Brian Babcock
5235,5156,Mayur Datar
5166,5655,Yanfeng Shu
5308,5183,Shurug Al-Khalifa
5308,5183,Cong Yu
5665,5190,Xin (Luna) Dong
5256,5190,Chengkai Li
5194,5255,Suman Nath
5194,5255,Srinivasan Seshan
5259,5588,Wei Hong
5588,5197,Samuel R. Madden
5216,5221,Yunyue Zhu
5647,5223,Anastasios Kementsietsidis
5647,5223,Marcelo Arenas
5634,5247,Prasanna Ganesan
5593,5276,Reynold Cheng
5593,5276,Sunil Prabhakar
5368,5665,Alon Halevy
5449,5452,Jos&#233; Blakeley
5732,5534,Georg Lausen
10176,5769,Viswanath Poosala
7044,7812,Yannis E. Ioannidis
9546,5772,Themistoklis Palpanas
11369,5772,Richard Sidle
9057,11427,Hamid Pirahesh
9057,11369,Roberta Cochrane
5777,8226,Zhao-Hui Tang
8226,11276,Georges Gardarin
5777,6030,Jean-Robert Gruser
7676,5781,Erik G. Hoel
8320,10721,Hanan Samet
7264,8676,Daniel A. Keim
5786,10675,Aris M. Ouksel
6784,11203,Praveen Seshadri
11523,8326,Krithi Ramamritham
9344,7299,Alfons Kemper
9344,7299,Donald Kossmann
7591,5799,Nesime Tatbul
9948,8157,Daniel J. Abadi
11074,5799,Mitch Cherniack
10207,5799,Alex Rasin
8306,9948,Christian Convey
5799,10247,Ugur Çetintemel
11074,9894,Stanley B. Zdonik
11456,9572,Michael Stonebraker
8306,9948,Donald Carney
5816,11024,Rajendran M. Sivasankaran
5816,11357,John A. Stankovic
5816,11357,Donald F. Towsley
11064,5821,Surojit Chatterjee
11064,5821,Gholamhosein Sheikholeslami
11064,6385,Aidong Zhang
7683,11397,Hector Garcia-Molina
6656,5825,Kevin Chen-Chuan Chang
6120,11560,John C. Shafer
6532,11275,Rakesh Agrawal
10720,7386,Manish Mehta
6785,9922,Luis Gravano
5832,9213,Eugene Agichtein
9822,7908,Timothy Griffin
9218,9282,Richard Hull
10636,10254,Raymond T. Ng
7521,9857,Timos K. Sellis
11522,6275,Kyuseok Shim
10494,11594,Yingwei Cui
7683,8966,Jennifer Widom
7683,8420,Joachim Hammer
9856,7429,Dan Suciu
9743,7315,Daniela Florescu
5856,6082,Alon Y. Levy
5856,8930,Mary F. Fernandez
7084,7076,Elena Ferrari
11201,6707,Pierangela Samarati
9184,5861,Claudio Bettini
11201,7076,Elisa Bertino
6535,10248,Dennis Shasha
10741,5869,Brian T. Tran
5869,8903,Yun Wang
10741,5869,You-Chin Fuh
10741,9507,Weidong Chen
7840,8904,Nelson Mendonça Mattos
9825,7427,Philip A. Bernstein
9089,7048,Jeffrey F. Naughton
8128,11430,Qiong Luo
6945,7718,Tova Milo
11397,8457,Serge Abiteboul
9728,10140,Sophie Cluet
7047,11493,Evaggelia Pitoura
7461,7910,Michalis Vazirgiannis
7848,5887,Dieter Pfoser
9344,7299,Reinhard Braumandl
11370,5894,Maria Zemankova
8321,11521,Bernhard Seeger
8550,5896,Peter Widmayer
8321,5896,Jochen Van den Bercken
7233,6597,Jörg Sander
8162,10819,Wilburt Labio
7683,10853,Yannis Papakonstantinou
9720,5906,Vagelis Hristidis
11408,8114,Simonas Saltenis
6413,9741,Christian S. Jensen
7361,6852,Curtis E. Dyreson
5914,9221,Sharma Chakravarthy
7145,9164,Ramez Elmasri
6624,9450,Leonidas Fegaras
5914,7519,Jung-Hwan Oh
5923,11523,Alexandros Biliris
9120,5923,Banu Özden
9989,10885,Abraham Silberschatz
10243,9989,Rajeev Rastogi
5928,7945,Theo Härder
10401,5932,Haixun Wang
10284,5932,Wei Wang
10048,10401,Philip S. Yu
5932,11510,Jiong Yang
5937,8985,Manuel Rodriguez-Martinez
9857,10753,Nick Roussopoulos
5937,10013,Stephen Kelley
5945,7878,Zengping Tian
9091,7845,Hongjun Lu
5945,8419,Yanlei Diao
10800,5945,Songting Chen
8992,10884,Jim Melton
8992,10884,Andrew Eisenberg
5953,11620,Amit P. Sheth
5955,6717,Per-Åke Larson
9089,9345,Surajit Chaudhuri
7873,8355,Umeshwar Dayal
5960,11011,Steven Berson
5960,11011,Richard R. Muntz
5960,6569,Shahram Ghandeharizadeh
7370,10508,Debra E. VanderMeer
7370,10540,Helen M. Thomas
7370,6763,Anindya Datta
7370,10508,Kaushik Dutta
9189,6116,Daniel S. Weld
8128,6116,Zachary G. Ives
11464,11593,Igor Tatarinov
8737,9825,Alon Y. Halevy
5987,11624,Mark Roantree
6714,5990,Andreas Dehmel
7137,6534,Peter Baumann
6714,5990,Norbert Widmann
6714,5990,Roland Ritsch
6714,5990,Paula Furtado
6835,5996,Anand Sivasubramaniam
6835,5996,Sudhanva Gurumurthi
6835,5996,Narayanan Vijaykrishnan
6835,5996,Ning An
6835,5996,Mary Jane Irwin
6835,5996,Mahmut T. Kandemir
10177,9634,Goetz Graefe
6274,6005,Andreas Weininger
7398,11596,Luc Bouganim
11035,8034,Patrick Valduriez
7398,9100,Philippe Pucheral
8721,11354,Christophe Bobineau
8834,9603,Divesh Srivastava
11632,10555,Olga Kapitskaia
8834,10371,H. V. Jagadish
6016,7840,Joachim Thomas
6016,7864,Günter Sauter
6817,8994,C. Mohan
9724,6021,Rafael Camps
10648,11697,Scott Shenker
10946,10852,Phillip B. Gibbons
6025,9401,Srinivasan Seshan
6025,6609,Suman Kumar Nath
6025,9739,Amol Deshpande
11488,11591,Jun Yang
10945,8803,Xiaolei Qian
6035,9380,André Eickler
8548,11204,Nick Koudas
7296,8929,Ling Liu
6041,10780,Mukesh Mulchandani
8704,10368,Elke A. Rundensteiner
8704,10800,Xin Zhang
6041,10780,Brian Murphy
6111,6047,Carol Small
6111,9667,Alexandra Poulovassilis
6050,7581,Alexander Aiken
11653,7563,Joseph M. Hellerstein
9209,6053,Babis Theodoulidis
10653,6243,Inderpal Singh Mumick
6784,10755,Raghu Ramakrishnan
6890,6060,Sheldon J. Finkelstein
11525,6341,Wolfgang Klas
6064,8873,Achim Kraiss
11232,7906,Sunita Sarawagi
6072,10513,Kun-Lung Wu
6072,10403,Jen-Yao Chung
6723,6076,David Vaskevitch
9825,6082,Rachel Pottinger
6413,9742,Richard T. Snodgrass
6086,9546,Dimitrios Gunopulos
9446,7444,Aristides Gionis
6089,9453,Mahesh V. Soundalgekar
6089,6505,Soumen Chakrabarti
6089,9453,Shourya Roy
9989,10885,S. Sudarshan
10569,8106,Rafael Alonso
10946,6107,Shimin Chen
10946,6107,Todd C. Mowry
6112,10404,Lucian Popa
6112,7054,Alin Deutsch
6112,6801,Val Tannen
10245,6662,Michael J. Franklin
9894,6121,Mehmet Altinel
10852,10445,Sumit Ganguly
10243,8583,Minos N. Garofalakis
11587,7462,Theodore Johnson
10243,7914,Chee Yong Chan
7376,6133,Duminda Wijesekera
9184,11201,Sushil Jajodia
8701,6138,Craig A. Knoblock
6138,8501,José Luis Ambite
6138,9050,Naveen Ashish
10107,6148,Dimitris Papadias
9346,6148,Nikos Mamoulis
10182,6151,Anand Rajaraman
11456,7683,Jeffrey D. Ullman
7753,10526,Venky Harinarayan
9314,10754,Alberto O. Mendelzon
6158,10551,Davood Rafiei
8484,6166,Johann Christoph Freytag
10240,9857,Christos Faloutsos
6836,10547,Dennis McLeod
9016,7068,Kam-yiu Lam
9600,6183,Sheung-lun Hung
6187,9949,Jan-Eike Michels
6187,9164,Krishna G. Kulkarni
6187,10831,Peter M. Schwarz
7203,6187,Vanja Josifovski
8354,6196,Yixin Ruan
8354,6196,Zhiyong Huang
11520,10049,Kian-Lee Tan
8354,6196,Jason Chionh
8354,6196,Lidan Shou
6208,8772,Qing Li
6208,8772,Kamalakar Karlapalem
6208,8772,Chung-Dak Shum
6212,9293,Philippe Bonnet
6914,10371,Kenneth A. Ross
6218,7274,Johannes Klein
6225,9089,Raghav Kaushik
6880,11588,Henry F. Korth
6880,7105,Philip Bohannon
11430,8839,Wen-Syan Li
8259,11589,Chris Clifton
10753,11556,Alexandros Labrinidis
9185,8103,Jayant R. Haritsa
8376,6241,Björn Þór Jónsson
6243,6308,Yehoshua Sagiv
8874,7764,Jaewoo Kang
8114,10270,Giedrius Slivinskas
6784,7044,Miron Livny
6249,6587,Tian Zhang
7750,6252,Yufei Tao
10904,6258,Elena Baralis
6260,8188,Sorana Rabinovici
6260,8188,John Catozzi
7587,8069,Yannis Kotidis
9967,6263,Yannis Sismanis
6557,6263,Antonios Deligiannakis
8582,7654,Betty Salzberg
7654,6271,Chendong Zou
10881,9234,Azer Bestavros
6793,6279,James Geller
10337,6281,Maurizio Lenzerini
6281,8956,Daniele Nardi
6281,10018,Werner Nutt
7304,6285,Andreas Paepcke
7233,10434,Hans-Peter Kriegel
7264,10434,Stefan Berchtold
6290,11637,Venkatesh Ganti
10792,11528,Alejandro P. Buchmann
9732,11401,Gerhard Weikum
8544,11457,Martin L. Kersten
6436,7781,Asuman Dogac
6306,10026,Michael H. Böhlen
7200,8003,Hans-Jörg Schek
8003,9034,Gustavo Alonso
6544,6314,Heiko Schuldt
8898,6314,Catriel Beeri
11455,7107,David B. Lomet
10930,7699,Mark R. Tuttle
6322,11076,Maurice van Keulen
6322,9677,Jan Flokstra
10176,9505,Peter J. Haas
11620,6329,Alexander L. Wolf
6329,10708,Benjamin G. Zorn
6329,10708,Jonathan E. Cook
6336,10304,Flip Korn
6336,11270,Nikolaos Sidiropoulos
7384,6342,Hugh Darwen
6344,9897,Felipe Cariño
7265,6347,SungRan Cho
9603,9228,Laks V. S. Lakshmanan
7265,8930,Sihem Amer-Yahia
10757,9222,Michael J. Carey
9057,8994,Markos Zaharioudakis
7881,9673,Wynne Hsu
7554,9673,Mong-Li Lee
9728,6366,Véronique Benzaken
6912,6369,Kotagiri Ramamohanarao
6369,6513,James Harland
9164,6372,Suryanarayana M. Sripada
11687,6378,Roger S. Barga
6380,7461,Yannis Batistakis
10523,6380,Maria Halkidi
6385,11599,Bharat K. Bhargava
8952,6385,Marian H. Nodine
8977,6389,Yuri Breitbart
6393,9449,Hans-Arno Jacobsen
6396,6791,Marco Patella
6522,6396,Paolo Ciaccia
10816,10889,Leonid Libkin
8144,9329,Latha S. Colby
6704,6403,Stavros Christodoulakis
7685,6406,Johannes Gehrke
6624,11335,David Maier
7429,9574,Peter Buneman
8785,6415,Yana Kadiyska
9574,6415,Wang Chiew Tan
9250,10389,Atsuyuki Morishima
6419,9372,Jimeng Sun
6489,6422,Yannis Velegrakis
10404,10948,Renée J. Miller
6432,9393,Jarek Gryz
6432,6996,Calisto Zuzarte
6436,11679,Sema Mancuhan
9106,8027,Ismailcem Budak Arpinar
6436,10541,Fatma Ozcan
11679,8105,Pinar Koksal
6436,11679,Gökhan Özhan
6436,11679,Cevdet Dengi
6436,11679,Ugur Halici
8027,6436,Cem Evrendilek
6436,11679,Sena Nural
6436,11679,Ebru Kilic
7105,6756,S. Seshadri
11363,6453,Anupam Joshi
8000,8715,Yelena Yesha
6457,9458,Amihai Motro
10048,11043,Charu C. Aggarwal
9449,10467,Françoise Fabret
10467,9449,François Llirbat
9449,10467,João Pereira
6473,9617,Ambuj K. Singh
6473,8282,Kothuri Venkata Ravi Kanth
9764,11430,Divyakant Agrawal
11536,6477,Asaf Adi
11536,6477,David Botzer
11536,6477,Tali Yatzkar-Haham
11536,6477,Opher Etzion
6592,10404,Ronald Fagin
9761,10404,Mauricio A. Hernández
7205,10086,Z. Meral Özsoyoglu
8513,8642,Stefano Ceri
10821,6493,Victor Vianu
10273,7554,Masaru Kitsuregawa
6505,11275,Byron Dom
9184,11175,Xiaoyang Sean Wang
7792,10614,Sudipto Guha
6513,8804,Peter J. Stuckey
8769,9345,Vivek R. Narasayya
7073,7971,Rajeev Motwani
8544,10122,Florian Waas
11234,6707,Maria Luisa Sapino
11234,6525,Sibel Adali
11201,11234,V. S. Subrahmanian
6529,8962,Letizia Tanca
8513,6529,Piero Fraternali
6532,8552,Ramakrishnan Srikant
10305,7738,Kaizhong Zhang
10305,7738,Jason Tsong-Li Wang
9071,6535,Bruce A. Shapiro
7809,10882,David J. DeWitt
11402,11563,Jignesh M. Patel
6544,9492,Roger Weber
8562,7923,Alexander Hinneburg
8369,6550,Gunter Schlageter
10064,6558,Nathan Folkert
10064,6558,Abhinav Gupta
8520,10064,Andrew Witkowski
10064,6558,Srikanth Bellamkonda
10064,6558,Lei Sheng
7704,11058,Tolga Bozkaya
10064,6558,Sankar Subramanian
6566,9843,Thomas Seidl
11372,6573,Bernd Amann
10810,6573,Jérôme Baumgarten
9492,6573,Omar Benjelloun
6573,10126,Frederic Dang Ngoc
9888,9993,Christian Wiesner
11013,8158,Meikel Pöss
11560,6587,Shivakumar Venkataraman
10736,8138,Tore Risch
6601,9466,Ravi Kumar
6601,9466,D. Sivakumar
7112,8456,Athman Bouguettaya
8456,9769,Brahim Medjahed
8001,8228,Ahmed K. Elmagarmid
10896,6610,Nimrod Megiddo
9739,6613,Frederick Reiss
6616,9385,Bhaskaran Raman
9952,11075,Vijayshankar Raman
8835,9254,Cheng Hian Goh
11520,10049,Beng Chin Ooi
6627,9931,José A. Blakeley
9916,6630,Yoëlle S. Maarek
8320,9916,Aya Soffer
7346,6634,Ming-Ling Lo
6634,9090,Chinya V. Ravishankar
10601,8802,King-Ip Lin
8772,6639,Beat Wüthrich
8259,9578,Arnon Rosenthal
9635,10923,Tirthankar Lahiri
6666,10530,Shivnath Babu
8832,6668,Joseph Fong
6673,10470,Andreas Geppert
9312,6673,Klaus R. Dittrich
9319,10030,Guozhu Dong
11042,7972,Jian Pei
8072,8329,Jiawei Han
9319,8423,Ke Wang
6681,8339,Brian Cooper
8997,8614,Gísli R. Hjaltason
9973,6686,Cecilia Magdalena Procopiuc
8701,6695,Subbarao Kambhampati
10431,6699,Christoph Bussler
6704,9204,Peter Triantafillou
6817,7507,Inderpal Narang
8610,6710,Antonio Badia
8801,6715,Ramesh Bhashyam
9922,8738,Narayanan Shivakumar
8897,7459,Subbu N. Subramanian
10176,11427,Eugene J. Shekita
9318,6727,Jerry Kiernan
11427,10757,Jayavel Shanmugasundaram
10873,6732,Elizabeth J. O'Neil
9537,10177,Patrick E. O'Neil
9005,7481,Paul Brown
11430,10476,K. Selçuk Candan
10786,10821,Eric Simon
6746,9292,Helena Galhardas
10918,10446,Arvind Hulgeri
7820,6750,Gaurav Bhalotia
9185,6756,Prasan Roy
6756,10766,Srinivas Ashwin
7664,7455,Jun-Ki Min
11684,6759,Chin-Wan Chung
6763,11079,Chris Jermaine
6763,8164,Edward Omiecinski
7514,10643,Waqar Hasan
6769,8339,Mayank Bawa
11400,6769,Roberto J. Bayardo Jr.
10368,10323,Li Chen
10368,8475,Kajal T. Claypool
6780,10022,Weimin Du
9988,7813,Abdelsalam Helal
6785,7067,Panagiotis G. Ipeirotis
11457,8642,Peter M. G. Apers
7785,6788,Mark W. W. Vermeer
9437,8710,Pavel Zezula
6793,11443,Erich J. Neuhold
7524,6797,Martin Staudt
8675,8391,Limsoon Wong
8811,11250,Yannis Manolopoulos
9228,10253,Shurug Al-Khalifa
9228,10253,Cong Yu
6809,9145,Svein Erik Bratsberg
9264,6809,Rune Humborstad
10400,10436,Min Wang
10400,10436,Jeffrey Scott Vitter
6817,7175,Karen Brannon
6817,11494,Hui-I Hsiao
9264,9001,Svein-Olaf Hvasshovd
6823,9001,Øystein Torbjørnsen
8321,6826,Jens-Peter Dittrich
6830,10431,Alexander Maedche
8544,8036,Ioana Manolescu
7873,10181,Angela Bonifati
7365,6845,Weiye Zhang
8144,6849,David Wilhite
6849,10156,Balakrishna R. Iyer
9672,6853,Oded Shmueli
9416,6858,Sang Kyun Cha
10456,6858,Keunjoo Kwon
10456,6858,Kihong Kim
8848,6867,Donovan A. Schneider
6867,8492,Phillip M. Fernandez
11178,6873,Peter Scheuermann
8828,6876,Sergio Flesca
6880,9989,P. P. S. Narayan
6880,9989,S. Joshi
6880,9989,M. Nemeth
6880,9989,A. Khivesera
6880,7188,Jerry Baulier
6880,10296,Peter McIlroy
6880,9989,J. Miller
6880,9989,S. Gogate
6880,9989,C. Gupta
6890,8686,Seth J. White
10001,6890,R. G. G. Cattell
10227,6893,Marie-Jo Bellosta
10227,6893,Eric Amiel
10227,6893,Eric Dujardin
11426,7527,Peter A. Boncz
6897,10570,Stefan Manegold
6900,8629,Nandlal L. Sarda
7272,8144,Richard L. Cole
6905,9649,Robert W. Irving
6905,9649,Ela Hunt
8032,9649,Malcolm P. Atkinson
10434,7180,Christian Böhm
6909,11582,Bernhard Braunmüller
10600,6914,Jingren Zhou
6916,7782,Daniel Barbará
6916,9079,Mark Sullivan
7872,6919,Leonard Brown
7872,11028,Le Gruenwald
11445,6927,Kazimierz Subieta
8218,10586,Yahiko Kambayashi
6931,7181,Gonzalo Navarro
9860,10250,Ming-Syan Chen
6937,10556,Pedro José Marrón
6937,8475,Harumi A. Kuno
6945,7645,Dimitra Vista
6947,7267,Gopalan Arun
6947,10939,Ashok Joshi
10832,7962,Tiziana Catarci
10832,7962,Giuseppe Santucci
10145,6954,Xiaoyu Wang
6956,9054,Jenny Chiang
6956,9054,Osmar R. Zaïane
6961,10122,Ming-Chuan Wu
7808,9892,Karl Aberer
9672,6966,David Konopnicki
7266,7844,Marianne Winslett
6968,8123,Ting Yu
6976,9628,Arun Jagatheesan
6986,9246,Claude Delobel
7112,9769,Boualem Benatallah
9241,6988,Anne H. H. Ngu
8609,11554,Erhard Rahm
9393,6996,Qi Cheng
9393,6996,Linqi Liu
7003,9471,Leonardo Tininini
11481,10706,Maurizio Rafanelli
8951,7007,Terrance Swift
8951,7007,Konstantinos F. Sagonas
8951,7007,David Scott Warren
11487,7015,Oscar Díaz
11487,7015,Arturo Jaime
7015,7918,Norman W. Paton
11417,7020,Ron Musick
10890,7117,Tok Wang Ling
10890,7117,Sin Yeung Lee
9217,7026,Edward Y. Chang
7028,9988,Gale Martin
7028,9988,Ray Shea
7028,9988,Tomasz Ksiezyk
10520,7028,William Bohrer
9988,7185,Vipul Kashyap
10520,7028,C. Unnikrishnan
7028,9988,Richard S. Brice
7028,9988,Mosfeq Rashid
7028,9988,Amy Unruh
7028,9988,Andrzej Cichocki
11620,11525,Marek Rusinkiewicz
10520,9988,Darrell Woelk
8952,7028,Jerry Fowler
7044,8119,Nagavamsi Ponnekanti
9515,9865,Dimitris Plexousakis
7057,11484,Boris Klots
7057,10701,Roger Bamford
7057,9635,N. MacNaughton
7064,10851,Fernando Berzal Galiano
7064,10851,Nicolás Marín
9016,7068,Edward Chan
7068,10558,Tei-Wei Kuo
7073,11078,Sergey Brin
8528,7073,Craig Silverstein
8000,7076,Nabil R. Adam
7080,11432,Diane L. Davison
7203,9287,Silvana Castano
10218,7086,Gio Wiederhold
8963,11236,Matthias Jarke
11488,11258,Laura M. Haas
7090,10299,Georgios Evangelidis
8171,10092,Prabhakar Raghavan
10882,8309,Navin Kabra
10662,8715,A. Prasad Sistla
7211,10872,Isabel F. Cruz
11019,9997,Clement T. Yu
10662,10571,Ouri Wolfson
7112,8456,Mourad Ouzzani
8006,7304,Junghoo Cho
10883,9860,Sudarshan S. Chawathe
7131,9396,Nam Huyn
7203,7134,Omar Boucelma
7203,7134,Zoé Lacroix
9953,7138,Jan Van den Bussche
9984,10370,?
7145,9164,James Clifford
7152,11149,Motomichi Toyama
7154,10319,Vassilios S. Verykios
8361,7158,V. Srinivasan
7162,11268,Eric N. Hanson
7164,10109,Jonathan Goldstein
11185,7166,Richard Marciano
10534,11494,Chaitanya K. Baru
11616,7394,Amarnath Gupta
7394,7203,Bertram Ludäscher
11700,10316,Eamonn J. Keogh
11384,9393,K. Bernhard Schiefer
7175,9390,Guy M. Lohman
9011,7175,Jim Kleewein
11073,10530,Brian Babcock
10530,8107,Mayur Datar
8422,11501,Stephen Blott
8338,7191,Patricia G. Selinger
10606,8656,Tomasz Imielinski
7194,8939,Christoph Quix
7200,9892,Klemens Böhm
8178,7203,Carole A. Goble
7249,7801,Gultekin Özsoyoglu
7825,8697,Özgür Ulusoy
10712,7212,Peer Kröger
10328,7217,Marvin H. Solomon
7217,8434,Odysseas G. Tsatalos
7220,8172,Vibhuti S. Sengar
7296,8929,David Buttler
7296,8929,Wei Han
7296,8929,Calton Pu
10412,7228,Paul W. P. J. Grefen
9104,7231,Jack A. Orenstein
10712,7233,Markus M. Breunig
7233,11582,Mihael Ankerst
8513,8962,Stefano Paraboschi
7873,8355,Fabio Casati
8081,7236,Giuseppe Pozzi
7241,11035,Khaled Yagoub
8457,10810,Gregory Cobena
7250,9203,Sridhar Rajagopalan
11427,10757,Bruce G. Lindsay
7250,9203,Gurmeet Singh Manku
8289,8833,M. Tamer Özsu
7256,9254,Stéphane Bressan
7488,7270,Ramesh C. Agarwal
9592,7274,Shalom Tsur
7685,7278,Jun Rao
7280,8160,Munir Cochinwala
11205,7286,Damianos Chatziantoniou
7288,11328,Till Westmann
9088,8865,Guido Moerkotte
9088,8865,Sven Helmer
7296,11081,Henrique Paques
7296,8929,Wei Tang
7299,11398,Stefan Seltzsam
7299,11398,Markus Keidl
7299,7996,Konrad Stocker
7306,10435,Jeanine Weißenfels
10297,7306,Angelika Kotz Dittrich
7338,11401,Peter Muth
11276,8367,Anthony Tomasic
7315,7861,Daphne Koller
8899,7317,Ashish Kumar Gupta
7840,10759,Bernhard Mitschang
10441,7319,Ralf Rantzau
11565,7325,Birgitta König-Ries
7325,9150,Niki Pissinou
8941,7335,Wolfgang May
11401,7338,Achim Pick
10768,7340,Randal J. Peters
7346,10298,Chung-Sheng Li
7346,10298,Vittorio Castelli
7346,10298,Lawrence D. Bergman
11065,7346,John R. Smith
7346,10341,Yuan-Chi Chang
7352,10341,Apostol Natsev
10018,8939,Manfred A. Jeusfeld
7355,7636,Ling Feng
7355,11037,Jeroen Hoppenbrouwers
8964,7530,César A. Galindo-Legaria
7362,10175,Mohamed Zaït
7368,7394,Maryann E. Martone
8513,7372,Giuseppe Psaila
11233,7372,Rosa Meo
11072,9739,Samuel Madden
8547,9739,Mehul A. Shah
9344,9993,Jens Claußen
7380,9310,Klaus Peithner
7384,11180,C. J. Date
7432,8397,Euthimios Panagos
7389,9158,Yong Yao
7395,9574,Sanjeev Khanna
9035,7404,Moira C. Norrie
8527,7407,Tong Zhou
9537,9634,Jim Gray
9248,7848,Yannis Theodoridis
7419,8908,Harald Kosch
8737,7427,Jayant Madhavan
7441,8450,Susan B. Davidson
7432,9897,William O'Connell
7530,7437,Arjan Pellenkoft
11616,7439,Simone Santini
8107,7792,Piotr Indyk
10091,7446,Stefano Spaccapietra
11430,9809,Wang-Pin Hsiung
7569,7450,Yusuf Akca
9809,7569,Oliver Po
9760,7457,Chris Olston
7459,11116,Srinivasa Narayanan
