Id,dataset,title,venue,year
1227,ACM,Dynamic content acceleration: a caching solution to enable scalable dynamic Web page generation,International Conference on Management of Data,2001
1231,ACM,RETINA: a real-time traffic navigation system,International Conference on Management of Data,2001
1237,ACM,DNA-miner: a system prototype for mining DNA sequences,International Conference on Management of Data,2001
1242,ACM,Lots o'Ticks: real time high performance time series queries on billions of trades and quotes,International Conference on Management of Data,2001
1244,ACM,XML data management (panel session): go native or spruce up relational systems?,International Conference on Management of Data,2001
1248,ACM,DyDa: data warehouse maintenance in fully concurrent environments,International Conference on Management of Data,2001
1252,ACM,Application servers (panel session): born-again TP monitors for the Web,International Conference on Management of Data,2001
1258,ACM,Will database researchers have any role in data security? (panel session),International Conference on Management of Data,2001
1262,ACM,Time series similarity measures and time series indexing (abstract only),International Conference on Management of Data,2001
1263,ACM,Online query processing: a tutorial,International Conference on Management of Data,2001
1264,ACM,Models and languages for describing and discovering E-services,International Conference on Management of Data,2001
1266,ACM,Semantic B2B integration,International Conference on Management of Data,2001
1268,ACM,Standard for multimedia databases,International Conference on Management of Data,2001
1270,ACM,Temporal statement modifiers,ACM Transactions on Database Systems (TODS),2000
1271,ACM,Optimizing object queries using an effective calculus,ACM Transactions on Database Systems (TODS),2000
1274,ACM,Cache investment: integrating query optimization and distributed data placement,ACM Transactions on Database Systems (TODS),2000
1277,ACM,Advances in real-time database systems research,ACM SIGMOD Record,1996
1279,ACM,Integrating temporal  real-time  an active databases,ACM SIGMOD Record,1996
1284,ACM,Real-time index concurrency control,ACM SIGMOD Record,1996
1285,ACM,Real-time database - similarity and resource scheduling,ACM SIGMOD Record,1996
1287,ACM,Exploiting main memory DBMS features to improve real-time concurrency control protocols,ACM SIGMOD Record,1996
1290,ACM,Enhancing external consistency in real-time transactions,ACM SIGMOD Record,1996
1293,ACM,Improving timeliness in real-time secure database systems,ACM SIGMOD Record,1996
1297,ACM,DeeDS towards a distributed and active real-time database system,ACM SIGMOD Record,1996
1304,ACM,Overview of the STanford Real-time Information Processor (STRIP),ACM SIGMOD Record,1996
1306,ACM,Database research: achievements and opportunities into the 1st century,ACM SIGMOD Record,1996
1307,ACM,Workshop report: the first international workshop on active and real-time database systems (ARTDB-95),ACM SIGMOD Record,1996
1310,ACM,Integrating contents and structure in text retrieval,ACM SIGMOD Record,1996
1313,ACM,lambda-DB: an ODMG-based object-oriented DBMS,International Conference on Management of Data,2000
1316,ACM,An approximate search engine for structural databases,International Conference on Management of Data,2000
1323,ACM,Research issues in moving objects databases (tutorial session),International Conference on Management of Data,2000
1324,ACM,Self-organizing data sharing communities with SAGRES,International Conference on Management of Data,2000
1334,ACM,Data access (tutorial session),International Conference on Management of Data,2000
1336,ACM,LDAP directory services- just another database application? (tutorial session),International Conference on Management of Data,2000
1338,ACM,Designing an ultra highly available DBMS (tutorial session),International Conference on Management of Data,2000
1341,ACM,Data management in eCommerce (tutorial session): the good  the bad  and the ugly,International Conference on Management of Data,2000
1342,ACM,Application architecture (panel session): 2Tier or 3Tier? What is DBMS's role?,International Conference on Management of Data,2000
1344,ACM,Of XML and databases (panel session): where's the beef?,International Conference on Management of Data,2000
1346,ACM,From browsing to interacting: DBMS support for responsive websites,International Conference on Management of Data,2000
1347,ACM,Index research (panel session): forest or trees?,International Conference on Management of Data,2000
1350,ACM,SQLEM: fast clustering in SQL using the EM algorithm,International Conference on Management of Data,2000
1353,ACM,Anatomy of a real E-commerce system,International Conference on Management of Data,2000
1355,ACM,Handling very large databases with informix extended parallel server,International Conference on Management of Data,2000
1357,ACM,Internet traffic warehouse,International Conference on Management of Data,2000
1364,ACM,DISIMA: a distributed and interoperable image database system,International Conference on Management of Data,2000
1369,ACM,Integrating replacement policies in StorM: an extensible approach,International Conference on Management of Data,2000
1372,ACM,SPIRE: a progressive content-based spatial image retrieval engine,International Conference on Management of Data,2000
1377,ACM,AQR-toolkit: an adaptive query routing middleware for distributed data intensive systems,International Conference on Management of Data,2000
1378,ACM,TIP: a temporal extension to Informix,International Conference on Management of Data,2000
1381,ACM,A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,International Conference on Management of Data,2000
